,count,hate_speech,offensive_language,neither,class,tweet
26106,3,0,0,3,2,Falling Away From Me
26107,3,0,0,3,2,So Tired Of Life
26108,3,0,0,3,2,I Am A girl And A Lesbian All I Have Ever Wanted Is The Be A Male
26109,3,0,0,3,2,Dirty Water  Hairy Bread
26110,3,0,0,3,2,Wish You Were Mine
26111,3,0,0,3,2,Never Trust The Wild
26112,3,0,0,3,2,Whatsername The Nasty Girl
26113,3,0,0,3,2,In Love With My Bestie
26114,3,0,0,3,2,I Hate My Girlfriends
26115,3,0,0,3,2,I Am Bird Man Listen To Me Chirp As Loud As I Can
26116,3,0,0,3,2,Still Hate Children
26117,3,0,0,3,2, Adult Conversations With House Hold
26118,3,0,0,3,2,Feeling Better Now
26119,3,0,0,3,2,All The Cages
26120,3,0,0,3,2,Just Have An Adult Conversation
26121,3,0,0,3,2,Theres No Point
26122,3,0,0,3,2,My Other Side Doesnt Care
26123,3,0,0,3,2,How Cynic Lived His Life
26124,3,0,0,3,2,Shes Divorced And A Smoking Hot Mom
26125,3,0,0,3,2,Suicide And Sanity
26126,3,0,0,3,2,You Go Away
26127,3,0,0,3,2,Three Blind Mice Really
26128,3,0,0,3,2,Y Finalmente Veinteydos
26129,3,0,0,3,2,Three Blind Mice
26130,3,0,0,3,2,A Letter From A Half White Half Latina Girl
26131,3,0,0,3,2,Ill Think More
26132,3,0,0,3,2,I Dont Understand Anyone Can Explain
26133,3,0,0,3,2,Almost 21 the Topic Of Alcohol
26134,3,0,0,3,2,Fall Out Love Reason 1
26135,3,0,0,3,2,Wait I Cant Remember
26136,3,0,0,3,2,Dream A Little Dream
26137,3,0,0,3,2,The Fear Of Falling Apart
26138,3,0,0,3,2,Walking Through The Path
26139,3,0,0,3,2,Dumb Fish Corpse
26140,3,0,0,3,2,14 And Weed
26141,3,0,0,3,2,And Thats 90 Because Of You
26142,3,0,0,3,2,Bearer Of The Curse
26143,3,0,0,3,2,1st Anniversary At Work
26144,3,0,0,3,2,Hi I Think Earn Money With Adfly Is Hard
26145,3,0,0,3,2,Anyone Here Still Playing Pokemon
26146,3,0,0,3,2,Should I Do It
26147,3,0,0,3,2,Sadness Evolved Again
26148,3,3,0,0,0,Loved You But
26149,3,0,0,3,2,Wish It Were Real
26150,3,0,0,3,2,Nervousness Caught Me By Surprise
26151,3,3,0,0,0,Dear As Hat Sister
26152,3,0,0,3,2,Pushing Through Demons
26153,3,0,0,3,2,Recording A Train Of Thought In Real Time
26154,3,0,0,3,2,I Challenge All Of ST
26155,3,0,3,0,1,My Cruel Subconscious
26156,3,0,0,3,2,Go Down In A Blaze Of Glory
26157,3,3,0,0,0,Im Crushing On A Foreign Chick
26158,3,3,3,0,0,I Think That Buckhead Is Awesome
26159,3,0,0,3,2,Chocolate And Vanilla Swirl
26160,3,0,0,3,2,I Like Older Woman
26161,3,3,0,0,0,Risk Risk Brave Brave
26162,3,3,3,0,0,What The Hell Are You
26163,3,0,0,3,2,Good Bye Farewell
26164,3,0,0,3,2,OK Well This Is Good Bye
26165,3,0,0,3,2, My Eyes Adore Looking Within Yours
26166,3,3,0,0,0,Everyone Can Slipbut Not You
26167,3,0,0,3,2,Beam Me Up Scotty
26168,3,0,0,3,2,I Am Empty
26169,3,0,3,0,1, Buthead The Criticizing Shittt Starter BuckHead
26170,3,0,0,3,2,I Need Sustenance
26171,3,3,0,0,0,We Need To Fix This World
26172,3,0,0,3,2,I Cant Break The Surface
26173,3,0,0,3,2,Not Manufacturing Anything
26174,3,0,0,3,2,Ididitallforyou  Whatsername Lauren Alex289 Martha Wave
26175,3,0,0,3,2,Star Crossed Lovers
26176,3,0,0,3,2,Im Bored Now
26177,3,0,0,3,2,What A Great Night
26178,3,0,0,3,2,Take Me Home
26179,3,0,0,3,2,Re Paint Me A Picture Of Unconditional Love
26180,3,3,0,0,0,Paint Me A Picture
26181,3,0,0,3,2,I Never Thought Id End Up Here Again
26182,3,0,0,3,2,Talking To Him
26183,3,0,0,3,2,To Whom It May Concern
26184,3,0,0,3,2,O Conflicting Feelings 
26185,3,0,0,3,2,Home Opener Home Breaker
26186,3,0,0,3,2,Cynic Wrote This The Cynicism Is Strong With This One
26187,3,0,0,3,2,Whats Wrong With Me
26188,3,0,0,3,2,The Pain Wont Go Away
26189,3,0,0,3,2,Sometimes It Is The Answer
26190,3,0,0,3,2,Please Refer To What I Wrote In My Profile
26191,3,0,0,3,2, Comprehension Insight Felt Through My Senses Of You
26192,3,0,0,3,2,Are You All Right
26193,3,0,0,3,2,Just One Wish
26194,3,0,0,3,2,Plz Help Me
26195,3,3,3,0,0,Youre A Winner Whiner
26196,3,0,0,3,2,What Are We
26197,3,0,0,3,2,A Slight Problem
26198,3,0,0,3,2,What Am I
26199,3,0,0,3,2,Nn Tt Ss
26200,3,0,0,3,2,Becoming A Hermit
26201,3,0,0,3,2,Its No Big Deal
26202,3,0,0,3,2,Meanwhile Floating In Lake Ontario
26203,3,0,0,3,2,Why Do I Feel Bad
26204,3,0,0,3,2,Heart Lungs And Bones
26205,3,0,0,3,2,I Am So Extra
26206,3,0,0,3,2,Ive Become A St
26207,3,0,0,3,2,Me And You
26208,3,0,0,3,2,All My Life Ive Been Blind But Now I See
26209,3,0,0,3,2,A Letter To Them
26210,3,3,0,0,0,Aww Pedo Bear
26211,3,0,0,3,2,It Was Only A Kiss It Was Only A Kiss
26212,3,0,0,3,2,I Dont Know If Hes Waiting For Me I Know That Im Waiting For Him
26213,3,0,0,3,2,The Pain Of A Million Faces And A Single Lost Soul
26214,3,0,3,0,1,Reflections Of Stupidity
26215,3,0,0,3,2, Ive Seen This Movie Yesterday
26216,3,0,0,3,2,Estoy Muy Cansada Ahora
26217,3,0,0,3,2,I Cant Figure This St Out
26218,3,0,0,3,2,Im An Adult Now
26219,3,0,0,3,2,No Chance For Me
26220,3,0,0,3,2,HeShe Know Who It Is For
26221,3,0,0,3,2,Thank You Sammi
26222,3,3,0,0,0,I Wish You Were Here
26223,3,0,0,3,2,Where Are You
26224,3,0,0,3,2,Cynic Is A Troll
26225,3,0,0,3,2,Cynics Theme Trololol
26226,3,3,0,0,0, Every Inch Of Her Is Beautiful
26227,3,0,0,3,2,Square Up Then
26228,3,0,0,3,2,My Dad Abuses Me Please Help
26229,3,0,0,3,2,Win Some Lose Some
26230,3,0,0,3,2,Aww Muffin 
26231,3,0,0,3,2,Im Not Quite Convinced
26232,3,3,3,0,0,Old MACHITLER Had A Farm
26233,3,0,0,3,2,Asked Her Out
26234,3,0,0,3,2,Things I Currently Hate About Myself
26235,3,3,0,0,0,I Will Mourn You To The Deepest Pits Of My Soul
26236,3,0,0,3,2, Cozy Moments Like Those
26237,3,0,0,3,2,Boyfriend Isnt Graduating Because Of Me
26238,3,0,0,3,2,We Will Visit Paris
26239,3,0,0,3,2, Fyne Girls Magazine Contest 
26240,3,0,0,3,2,Coming Out Struggles
26241,3,0,0,3,2,All Hope Is Gone
26242,3,0,0,3,2,Well Take A Trip To Home Depot This Weekend
26243,3,0,0,3,2,When The Gods Wish To Punish Us They Answer Our Prayers
26244,3,0,0,3,2,Are You Ready Dikes
26245,3,0,0,3,2,Was Gonna Write About Your Fg Smile Today But Who Cares
26246,3,0,0,3,2,If We Ever Meet In Real Life
26247,3,3,3,0,0,Your Fg Inkless Skin
26248,3,0,0,3,2,My Friends House Burned Down
26249,3,0,0,3,2,You Will Find Me
26250,3,0,0,3,2,Just Help Me
26251,3,0,0,3,2,Facebook Stalking My Web History The Fuuuu
26252,3,0,0,3,2,Your Fg Thighs
26253,3,3,3,0,0,Well Im Fd Up
26254,3,3,0,0,0,Tonight Youre Mine
26255,3,0,0,3,2,If We Ever Meet
26256,3,0,0,3,2,Life With Hope That Everything Is Going To Be Fine
26257,3,3,3,0,0,Relationships Are Stupid
26258,3,0,0,3,2,I Told Ya I Was Trouble
26259,3,0,0,3,2,The Man Of My Life
26260,3,3,0,0,0,What To Do When Your Only Other Option Is Suicide
26261,3,0,0,3,2,Cynic The Biography
26262,3,3,3,0,0,Cynic The Pedobear
26263,3,0,0,3,2,I Like Mackeral
26264,3,0,0,3,2,Cynic The True Son Of Elmo
26265,3,3,3,0,0,I Love Horse Poop
26266,3,0,0,3,2,Ptt Ptt Ptt
26267,3,0,0,3,2,Please If Anyone Is Even Listning
26268,3,0,0,3,2,Secret Talk Theme Song
26269,3,0,0,3,2,Buckhead The Troll
26270,3,0,0,3,2,The Diapher Changer
26271,3,0,0,3,2,I Am Not Sure What Go Blow Is
26272,3,0,0,3,2,I Cant Break The Surface
26273,3,0,0,3,2,Not Manufacturing Anything
26274,3,0,0,3,2,Ididitallforyou  Whatsername Lauren Alex289 Martha Wave
26275,3,0,0,3,2,Star Crossed Lovers
26276,3,3,0,0,0,Im Bored Now
26277,3,3,0,0,0,What A Great Night
26278,3,3,0,0,0,Take Me Home
26279,3,0,0,3,2,Re Paint Me A Picture Of Unconditional Love
26280,3,3,0,0,0,Paint Me A Picture
26281,3,3,0,0,0,I Never Thought Id End Up Here Again
26282,3,0,0,3,2,Talking To Him
26283,3,0,0,3,2,To Whom It May Concern
26284,3,0,0,3,2,O Conflicting Feelings 
26285,3,0,0,3,2,Home Opener Home Breaker
26286,3,0,0,3,2,Cynic Wrote This The Cynicism Is Strong With This One
26287,3,0,0,3,2,Whats Wrong With Me
26288,3,0,0,3,2,The Pain Wont Go Away
26289,3,0,0,3,2,Sometimes It Is The Answer
26290,3,0,0,3,2,Please Refer To What I Wrote In My Profile
26291,3,0,0,3,2, Comprehension Insight Felt Through My Senses Of You
26292,3,0,0,3,2,Are You All Right
26293,3,0,0,3,2,Just One Wish
26294,3,0,0,3,2,Plz Help Me
26295,3,0,0,3,2,Youre A Winner Whiner
26296,3,0,0,3,2,What Are We
26297,3,0,0,3,2,Does Anybody Fg Care
26298,3,0,0,3,2,Kamil Miss You 76
26299,3,0,0,3,2,The Game Changer
26300,3,0,0,3,2,Can You Actually Give Off The Desperation Vibe
26301,3,0,0,3,2,So Me And My Cousine
26302,3,3,0,0,0,Is It A Compliment To Tell A Girl That I Masturbate To Her
26303,3,0,0,3,2,How Do You Identify Yourself And Why
26304,3,0,0,3,2,About My Guy
26305,3,0,0,3,2,We Are The Secrettalkers Not Secret Trollers
26306,3,0,0,3,2,My Past Ambition
26307,3,0,0,3,2,Why Do Words Hurt
26308,3,0,0,3,2,Ididitallforyou Lied To Us
26309,3,3,3,0,0,Hey Troll Boygirl
26310,3,3,0,0,0,Whatsername And Cynic Are The Same Person
26311,3,0,0,3,2,Does Anyone Can Give Me An Advice
26312,3,0,0,3,2,Triggering Cutting And Such
26313,3,0,0,3,2,Life Is Not Anime
26314,3,3,0,0,0,Der Sieg Wird Unser Sein
26315,3,3,0,0,0,Is Fapping To Whatsername Illegal
26316,3,0,0,3,2,The Easiest Ayahuasca Recipe
26317,3,0,0,3,2,I Think About It Less And Less But When I Do
26318,3,3,0,0,0,I Terribly Miss CNL
26319,3,0,0,3,2,Whatsername And My Little Pony
26320,3,0,0,3,2,I Really Wish I Were Doing Better
26321,3,0,0,3,2,Lowest Point In Life
26322,3,0,0,3,2,High White Blood Cell Count
26323,3,0,0,3,2,Boy Issues Again
26324,3,3,3,0,0,You Are A Pathetic Py
26325,3,0,0,3,2,A Total Zero
26326,3,0,0,3,2,Introducing Plan B
26327,3,3,3,0,0,OK Chicken St Anonymous Your Move
26328,3,0,0,3,2,AnxietyThe Person Im Not Supposed To Be
26329,3,0,0,3,2,Can I Kiss You
26330,3,0,0,3,2,I Will Have Courage Enough For Both Of Us
26331,3,0,0,3,2,This Is For Buckhead Whom I Prefer To Call Blockhead
26332,3,0,0,3,2,Blue Pill Sensibilities Red Pill Requirements
26333,3,0,0,3,2,Dreams Can Be Powerful
26334,3,0,0,3,2,Therapist More Like TheraPssed AMIRITE Hullo Is This Thing On
26335,3,0,0,3,2,Sloppy Slurper Barry
26336,3,0,0,3,2,Past Few Days
26337,3,0,0,3,2,Im Going To Jump
26338,3,0,0,3,2,Professional And Personal
26339,3,0,0,3,2,My Secret Room
26340,3,0,0,3,2,Mental Health Takes Me Downhill
26341,3,0,0,3,2,This Could Be For You
26342,3,0,0,3,2,My Current Mood
26343,3,0,0,3,2,Something Is Missing
26344,3,0,0,3,2,Do I Love Him Or No
26345,3,0,0,3,2,First Post Oh Happy
26346,3,0,0,3,2,I Am Eighteen
26347,3,0,0,3,2,Be Brave Be Rewarded
26348,3,0,0,3,2,My Legs Fell Asleep
26349,3,0,0,3,2,I Wont Let This Stop Me
26350,3,0,0,3,2,Time To Get Real
26351,3,0,0,3,2,I Feel Like A Failure
26352,3,3,3,0,0,Unappreciated Sons Of Bs
26353,3,0,0,3,2, I Can Feel Your Kiss
26354,3,0,0,3,2,Girlfriend In Therapy
26355,3,0,0,3,2,Im Sorry I Dont Know What To Do
26356,3,0,0,3,2,Im Ready For Hugs Now 
26357,3,3,3,0,0,Move Btch Get Out The Way
26358,3,3,3,0,0,Today I Fd Up
26359,3,0,0,3,2,Please Stop Trump
26360,3,0,0,3,2,Hey There Johnjmeiersbcglobalnet
26361,3,0,0,3,2,Unsubscribe Me Please
26362,3,0,0,3,2,I Think Im First But Surely Finish Last
26363,3,0,0,3,2,At Fg Home Again
26364,3,3,3,0,0,WHAT BlTCH NlGGER KEEPS DELETING MY SHlT
26365,3,0,0,3,2,Need Halp Guys and Gals
26366,3,0,0,3,2, I Want To Hear All You Need To Say
26367,3,0,0,3,2,The Girl Who Ruins Peoples Life
26368,3,0,0,3,2,Random Post Of The Day
26369,3,0,0,3,2,Help Me Understand
26370,3,0,0,3,2,When I Am Alone
26371,3,0,0,3,2,I Feel Like I Messed Up
26372,3,3,3,0,0,I Banged A Nurse
26373,3,3,3,0,0,I Fd A Paraplegic MILF
26374,3,0,0,3,2,Did I Do Something Wrong
26375,3,0,0,3,2,I Love Butternut Squash
26376,3,3,0,0,0,I Want To Take A St On Your Face And Chest
26377,3,0,0,3,2, Mopy Find Your Own Style
26378,3,0,0,3,2, Baby Stew 
26379,3,0,0,3,2,Thank You For Being You
26380,3,0,0,3,2,Hard To Walk Away
26381,3,0,0,3,2,So Much Happened Yesterday
26382,3,3,3,0,0,Preparing Your A Nus For Anal Sex
26383,3,0,0,3,2,An Little Story About Love
26384,3,0,0,3,2,The Sotry Of My Life  What Do I Do Help
26385,3,0,0,3,2,Angry And Sad
26386,3,3,3,0,0,I Caught My Son Sucking Another Boys P Enis
26387,3,0,0,3,2,Awkward Holiday Situation
26388,3,0,0,3,2,Dating One Person Falling For Another
26389,3,3,3,0,0,Why Cant I Just Be Gay Or Straight
26390,3,0,0,3,2,Dying Of Depression
26391,3,0,0,3,2,Weve Got Tonight
26392,3,0,0,3,2,There Are So Many Things I Want To Tell You
26393,3,0,0,3,2,Continuing Adventures Of Selfembarrassment
26394,3,0,0,3,2,Pleasantly Plump Pumpernickel
26395,3,3,3,0,0,Why Do People Watch Porn I Hate It
26396,3,0,0,3,2,Who Wants To Be My Baby Daddy 
26397,3,0,0,3,2,My Mom Is Mean And School Is A Mess
26398,3,0,0,3,2,What Should I Do
26399,3,0,0,3,2,Tired Of Not Talking
26400,3,0,0,3,2,Support Resulted In Love
26401,3,0,0,3,2,What Kind Of Songs Do You Like To Listen When You Feel Depressed
26402,3,0,0,3,2,How I Was Cured From ALS
26403,3,0,0,3,2,I Wish If I Were Living In A Different Time Line
26404,3,0,0,3,2,I Think My Tech Teacher Likes Me
26405,3,0,0,3,2,Life With Depression Give Me Some Good Study Habits Please
26406,3,0,0,3,2,Lost that Hope
26407,3,0,0,3,2,Hi Any Tattooed People Here
26408,3,0,0,3,2,First Things First Im The Illest
26409,3,0,0,3,2,I Hate Mind Game Bt
26410,3,3,3,0,0,I Have Fapped To The Photos Of Whatsername
26411,3,0,0,3,2,Oh I Wonder
26412,3,0,0,3,2,I Just Dont Wanna Be Here Anymore
26413,3,0,0,3,2,Tired Meaningless Life
26414,3,0,0,3,2,Spirit On Earth Soon To Journey Back
26415,3,3,3,0,0,Y U Pssy
26416,3,3,3,0,0,How To Fk My Sister
26417,3,0,0,3,2,Try This Now
26418,3,0,0,3,2,Help Me My God
26419,3,0,0,3,2,Its Not Food
26420,3,0,0,3,2,You Still Look Like A Movie You Still Sound Like A Song
26421,3,0,0,3,2,Youre Still The One
26422,3,0,0,3,2,A Message In A Bottle
26423,3,0,0,3,2,My Bff Told Me This
26424,3,0,0,3,2,I Am A Loser
26425,3,0,0,3,2,Why Come Into My Life If You Dont Want To Be
26426,3,0,0,3,2,Love Hi I Was In A Mood Of Mood N Mood Of Doing The Thing While The Th
26427,3,0,0,3,2,A Depressing Story
26428,3,0,0,3,2,I Wish It Would Become Reality
26429,3,0,0,3,2,Im In Love With My Bffs Bf Help
26430,3,0,0,3,2,I Hate This World
26431,3,0,0,3,2,I Shouldnt Be Upset
26432,3,0,0,3,2,Idk What To Do
26433,3,0,0,3,2,Its Not Cute Its Broken And Your Money And Success Cant Fix It
26434,3,0,0,3,2,Im Old Gregg
26435,3,0,0,3,2,Is That You
26436,3,0,0,3,2,I Want My Husband
26437,3,0,0,3,2,0410171350 Pontian George
26438,3,3,3,0,0,Craving A Man 0410171350
26439,3,0,0,3,2,If Not The Human Raice Then Who
26440,3,3,3,0,0,I Am 10 And I Have Bigger Boobs Than All Of My Friends
26441,3,0,0,3,2,My Brother Was Hit By A Car Two Days Ago
26442,3,0,0,3,2,Hi Amerikan Frenz Am Artour
26443,3,0,0,3,2,He Is Dead
26444,3,0,0,3,2,Dreams Are Dumb
26445,3,0,0,3,2,Thoughts On You
26446,3,0,0,3,2,A Different Story
26447,3,0,0,3,2,Bachelors Party By My Ex GirlFriend
26448,3,0,0,3,2,Well Been A Lonng Time
26449,3,0,0,3,2,Im In Love With HER
26450,3,0,0,3,2, Lets Escape Into Our Entwined Dreams
26451,3,0,0,3,2,Why Are We Even
26452,3,3,0,0,0, Harold SadAsssss Baby
26453,3,0,0,3,2,My Glistening Joy Poem
26454,3,0,0,3,2,To All Bloggers Out There
26455,3,3,3,0,0,Sex With A Paraplegic MILF
26456,3,0,0,3,2,I May Be Pregnant
26457,3,0,0,3,2,Past Present Future
26458,3,0,0,3,2,Usdprg Usdprg Usdprg
26459,3,0,0,3,2,I Will Love You Forever
26460,3,0,0,3,2,So Why Should You Care
26461,3,0,0,3,2,Come My Love
26462,3,0,0,3,2,One Day Youll Smile
26463,3,0,0,3,2,Im In H3ll
26464,3,0,0,3,2,I Miss Chuuuu
26465,3,0,0,3,2,Should I Just Delete Her From My Life 
26466,3,0,0,3,2,I Have A Fetish
26467,3,0,0,3,2,My Communication Teacher
26468,3,0,0,3,2,Testing And Observing
26469,3,0,0,3,2,Super Super Nervous
26470,3,0,0,3,2,Tweeting My Crush
26471,3,0,0,3,2,Im Tryna Change I Really Am
26472,3,0,0,3,2,Am I Happy
26473,3,0,0,3,2,Yaaaaa Aaaaaaa Aaaaaas
26474,3,0,0,3,2,Having A Hard Time
26475,3,0,0,3,2,Why Say That
26476,3,0,0,3,2,Strawberries Champagne And Candlelights
26477,3,0,0,3,2,I Told Myself I Wouldnt Talk To You Again
26478,3,0,0,3,2,I Know None Of This Is Good For Me
26479,3,0,0,3,2,Get Paid To Listen To Music
26480,3,0,0,3,2,usdprg Towhom Started All This 
26481,3,0,0,3,2,USDPRG Come Under My Umbrella
26482,3,0,0,3,2,USDPRG Reborn And Different
26483,3,0,0,3,2,USDPRG Moravia Mon Amour
26484,3,0,0,3,2,USDPRG  Made With Love
26485,3,0,0,3,2,USDPRG Ive Had A Dream
26486,3,0,0,3,2,USDPRG  Real Aristocracy
26487,3,0,0,3,2,I Miss My Friend
26488,3,0,0,3,2,The Enchantress Who Stole My Heart
26489,3,0,0,3,2,The Best Place For FREE Legal Advice
26490,3,0,0,3,2,What The Hell Is Going On
26491,3,0,0,3,2,An Affair With A Soon To Be Married Man
26492,3,0,0,3,2,I Dislike And Avoid My 5 Year Old Daughter
26493,3,0,0,3,2,My Dad And Me
26494,3,0,0,3,2,I Am Different
26495,3,0,0,3,2,The Truth Always Catches Up At Some Point
26496,3,0,0,3,2,The Boy Who Couldnt Be A Kid